tconst;title;originalTitle;startYear;genres;actors;directors;poster_id;overview;origin_group;runtimeMinutes
tt0048582;Sankarialokas;Sankarialokas;1955;Comedy;Esko Saros,Jussi Jurkka,Kai Lappalainen;Aarne Tarkas;/boLu58PYlM6HxrW94utSTPLRYJb.jpg;Sankarialokas est une parodie sur la vie militaire de 1955.;européen;82
tt0048598;Seine Tochter ist der Peter;Seine Tochter ist der Peter;1955;Drama;Erik Frey,Fritz Eckhardt,Gretl Schörg;Gustav Fröhlich;;L'ingénieur Max Klaar élève seul sa fille garçon manqué Elisabeth (surnommée Peter). Nora Christian, célèbre actrice et ex-femme de Max, refait surface dans le village où vivent père et fille. Elisabeth croisant sa mère prendre...;européen;95
tt0048635;Sohn ohne Heimat;Sohn ohne Heimat;1955;Drama;Elisabeth Flickenschildt,Eva Probst,Gunnar Möller;Hans Deppe;/wIqQoCX4DwE0DxaTCddp5og1T5b.jpg;"Wilhelm et Anna Hartmann possèdent une ferme respectable et dirigent ensemble une auberge dans le petit village de Teichau. La femme impérieuse rappelle à son mari qu'il souhaitait rédiger un testament en faveur de son fils Berthold Müller. Berthold vient de son premier mariage. Hartmann la rassure en lui disant que son beau-fils héritera de la ferme, qui d'autre le fera. Quatre musiciens en déplacement jouent également à la foire de Teichau. Robert Winter-Hellmich en fait également partie. Gottlieb Peukert, ami de Wilhelm Hartmann et serviteur des Hartmann, remarqua immédiatement la ressemblance de Robert avec sa mère. Lorsque Robert donne plus tard son nom lors d'une visite à l'auberge de Hartmann, cela confirme ses soupçons. Gottlieb Peukert était amoureux de Martha Hellmich, la mère de Robert, il y a 25 ans et aurait fait n'importe quoi pour elle. Cependant, elle aimait Wilhelm Hartmann. Lorsqu'elle était enceinte de lui, la riche veuve Anna Hartmann a veillé à ce que la servante Martha soit chassée de la ferme. Elle voulait Wilhelm pour elle-même, même si elle savait qu'il aimait quelqu'un d'autre qui était également enceinte. Et Wilhelm était trop faible pour s'affirmer. Gottlieb parle à Wilhelm Hartmann et l'exhorte à faire amende honorable auprès de son fils pour ce qu'il a négligé de faire à sa mère.
Le couple Hartmann a également une fille Christel, une jeune femme très aimable et bienveillante. Elle sait vite que Robert est son demi-frère et le dit à son père";européen;98
tt0048643;Sonnenschein und Wolkenbruch;Sonnenschein und Wolkenbruch;1955;Comedy;Hans Holt,Hans Olden,Heinz Conrads;Rudolf Nussgruber;/jlAeg0HB5W8hCscdaNJ1PmndonZ.jpg;L'hôtel Seeblick au bord du lac Wörthersee se porte si mal que l'hôtelier Stieglitz engage deux experts en publicité pour attirer de nouveaux clients dans l'hôtel.;européen;93
tt0048668;Stresemann;Stresemann;1957;Drama;Anouk Aimée,Ernst Schröder,Jürgen Wölffer;Alfred Braun;;Les efforts du ministre allemand des Affaires étrangères Gustav Stresemann pour réaliser l'unité européenne et la paix mondiale sont montrés à travers les yeux de deux jeunes.;européen;105
tt0048747;Melodías de amor;Tres melodías de amor;1955;Drama,Romance;Alberto Catalá,Andrea Palma,Aurora Walker;Alejandro Galindo;/3qQZWRQUfQFZHIQwWi8tS60imeQ.jpg;;européen;90
tt0048781;Verliebte Leute;Verliebte Leute;1954;Comedy;Doris Kirchner,Elma Karlowa,Hannelore Bollmann;Franz Antel;/rsb7dv0yxCiSYZPEFQU6TAzV99K.jpg;Trois jeunes célibataires jurent de profiter d'un roadtrip sans femmes. Leur projet est mis en danger par un homme riche qui a besoin d'un chauffeur pour sa belle fille.;européen;100
tt0048782;Versuchung;Versuchung;1955;Drama;Erik Frey,Ewald Balser,Ilse Peternell;Josef Fuchs;;;européen;80
tt0048803;Wenn die Alpenrosen blüh'n;Wenn die Alpenrosen blüh'n;1955;Drama;Annie Rosar,Christine Kaufmann,Claus Holm;Hans Deppe, Richard Häussler;/6IFpQ6lvQD03eqhudwsTcYAbhIU.jpg;Beate Klockenhoff divorce de son mari Philipp, très occupé.;européen;95
tt0048807;Wie werde ich Filmstar;Wie werde ich Filmstar?;1955;Comedy;Bibi Johns,Bully Buhlan,Harald Juhnke;Georg Dammann, Michael Jary, Theo Lingen;/bmt9IOnjG8daAoqfFS8GqRuKc5y.jpg;"Marianne, le mannequin, Brigitte, la petite choriste et Elli, la tromboniste du groupe de danse « Stramme Acht », sont trois amies qui rêvent d'être découvertes pour le film. Mais ils continuent à mourir de faim dans leurs études d’art dramatique. Un jour, il y a une annonce dans le journal de la société WIMASTA (We Make Stars), qui recherche de jeunes talents et réalise également des enregistrements tests. Ce que personne ne soupçonne, c’est qu’il n’y a pas de film dans la caméra car l’entreprise est une entreprise frauduleuse. Seuls les frais d’entrée et une caution doivent être payés afin de rapporter le plus d’argent possible aux escrocs. Le chauffeur de journal Fritz Neumann avec son frère ainsi que le policier Hampel et une jolie hôtesse de l'air font également partie des talents qui se présentent. Bien sûr, on promet à tout le monde un contrat, Marianne se voit même promettre un rôle auprès de Dieter Borsche.
Bien entendu, elle annonce immédiatement la nouvelle à son ami Günther Scholz, qui travaille comme assistant réalisateur sur une production cinématographique. Comme Günther, en tant qu'expert du secteur, connaît tout du marché, il décèle la fraude et dénonce rapidement les fraudeurs. Des photos des témoins de l'audience sont publiées dans les journaux, qui sont à leur tour vues par le réalisateur Altmann de Castel-Film. Il a alors l'idée d'en inclure certains dans la revue finale de son nouveau film et fait réaliser des enregistrements tests. Le chauffeur du journal Fritz n'en aura plus";européen;92
tt0048809;Die Wirtin zur Goldenen Krone;Die Wirtin zur Goldenen Krone;1955;Comedy;Albert Rueprecht,Christiane Hörbiger,Eduard Linkers;Theo Lingen;/jGMi2lM5ehKvSx8Td6HSQuOwkLV.jpg;"Dans la petite ville de Sonnenthurn-Weißenfels, siège du souverain au pouvoir, on ne murmure plus depuis longtemps que la princesse Pia Maria et la propriétaire de l'auberge Zur Goldenen Krone, Maria Lindner, se ressemblent tellement. Au contraire, la rumeur selon laquelle la taxe sur la bière serait augmentée suscite beaucoup de bruit et de mécontentement. Maria Lindner n'en a rien à foutre des rumeurs, mais elle se rendrait personnellement au Palais de la Princesse et protesterait si cela s'avérait vrai. La princesse elle-même ne sait rien du mécontentement de ses sujets ni du projet de loi. C'est ce que font le Premier ministre Barthel et le ministre des Finances Bollemann, qui veulent transformer la brasserie publique en une GmbH appartenant aux deux ministres. Officiellement, la conversion, qui vise à enrichir les deux, sert à réhabiliter le budget de l'Etat, endetté à hauteur d'une somme à six chiffres. Outre les frais de scolarité du neveu de la princesse, le prince Karlheinz, Barthel impute également les nombreux voyages de la princesse à des fins de recherche. Elle s'intéresse beaucoup aux fossiles et est régulièrement invitée à intervenir lors de conférences.
Un jour, Pia Maria se rend à Vienne avec son ami scientifique Weckenberg pour faire identifier un os de dinosaure. À son départ, apparaît une équipe de tournage dirigée par l'Américain Blackwell qui souhaite tourner un film sur la princesse. Elle refuse brusquement. Oberho";européen;85
tt0048830;Two Blue Eyes;Zwei blaue Augen;1955;Drama,Romance;Camilla Spira,Charles Regnier,Claus Holm;Gustav Ucicky;;;européen;96
tt0048833;Åsa-Nisse ordnar allt;Åsa-Nisse ordnar allt;1955;Comedy;Arne Källerud,Artur Rolén,Gustaf Lövås;Ragnar Frisk;/naNbkzco1JCncQO8hAjPsrsRZdz.jpg;Åsa-Nisse a mal au dos et lorsqu'il consulte le médecin, il reçoit par erreur un médicament expérimental pour chevaux. Soudain, Åsa-Nisse possède de super atouts et devient un athlète imbattable.;européen;83
tt0048834;The bridge of life;Az élet hídja;1956;Drama;Andor Dárday,Gyula Bakos,Gyula Benkö;Márton Keleti;/kcPntrv5bYKtxtVwh04wdeouv47.jpg;;européen;88
tt0048917;.. und wer küsst mich?;...und wer küßt mich?;1956;Comedy;Grethe Weiser,Gunther Philipp,Hans Moser;Max Nosseck;/dFQkNDJYifQUhbbWoefrL2KTSoV.jpg;;européen;90
tt0048929;Adam and Eve;Adán y Eva;1956;Drama;Carlos Baena,Christiane Martel;Alberto Gout;/sJoHYIpAW8yKxm246JZQKXp9Afj.jpg;Version de l'histoire d'Adam et Eve.;européen;78
tt0048930;The Protar Affair;Afacerea Protar;1956;Comedy;Constantin Ramadan,Florin Vasiliu,Ioana Zlotescu;Haralambie Boros;/kK2HhfxyETsf1mfWP4nzJZpJAo8.jpg;L'affaire Protar (roumain : Afacerea Protar) est une comédie roumaine de 1956 réalisée par Haralambie Boroș. Il a été inscrit au Festival de Cannes 1956.;européen;85
tt0048931;Ambush on the Sea;Agguato sul mare;1955;Drama;Attilio Bossio,Ettore Manni,Gino Buzzanca;Pino Mercanti;/xphdHROQ9cBscHVWW31XpbrMdF7.jpg;Glauco est un pauvre pêcheur sicilien, contraint de travailler pour une opération de contrebande. Séparé de sa femme Scylla depuis de nombreuses années, il rentre enfin chez lui.;européen;89
tt0048978;Lifeguard in the women's bathroom;Bademeister Spargel;1956;Comedy;Albert Rueprecht,Angelika Hauff,Chariklia Baxevanos;Alfred Lehner;/92boKtDZR7m0EXh3Hv5k4LkUIby.jpg;"Engelbert Spargel vit avec sa femme Agnès, sa fille adulte Inge, son bébé Karlie et le frère aîné d'Agnès, Ypsilon, dans une maison à Vienne. Asparagus gagne sa vie en tant que sauveteur, mais son travail pose des problèmes en raison de son attitude de je-sais-tout et de ses errances occasionnelles dans le vestiaire des femmes. Il y a toujours des problèmes à la maison car sa fille Inge est modiste mais veut devenir chanteuse. De plus, le père Spargel ne veut pas savoir qu'elle est avec le fils de son patron, Willi. Spargel a également depuis longtemps des problèmes avec son frère Loisl, qui vit en Amérique. Il avait déjà trompé sa petite amie, avec qui Spargel était sur le point de se marier. Depuis, il y a un silence radio entre les frères et le nom de Loisl ainsi que celui de l'Amérique sont tabous dans la maison Spargel.
Spargel ne sait pas que Loisl donne depuis un certain temps de l'argent à la famille, géré par Agnès et Inge. Autrement, la famille ne parviendrait pas à joindre les deux bouts. Un jour, Agnès apprend par le notaire que Loisl est décédée et a laissé la moitié de sa fortune de 50 000 $ aux Spargel. L'autre moitié revient à sa fille Margot, qui souhaite venir à Vienne dans quelques temps. Puisque la famille sait que Spargel n’accepterait jamais d’argent de son frère, elle décide de le laisser gagner cet argent lui-même ou de le lui « imposer ». Ils reçoivent le soutien des amis de la famille Hans Binder et Willi.
Willi K";européen;94
tt0048994;Babies Galore;Bébés à gogo;1956;Comedy;Andréa Parisy,Arlette Massart,Bernard Revon;Paul Mesnier;/6GVshr8HxCGfyhrJwdG07EkWQ0D.jpg;"France, fin des années cinquante : le baby-boom n'était pas terminé... du moins dans "" Bébés A Gogo "". La fille de la famille et son mari (soi-disant encore étudiant) vivent toujours avec papa et maman et ils ont donné naissance à sept enfants.";français;86
tt0049023;El bolero de Raquel;El bolero de Raquel;1957;Comedy,Drama;Alberto Catalá,Cantinflas,Chelo La Rue;Miguel M. Delgado;/fTnNcQIIkghGyYmNIGMCtgy4BoN.jpg;Le film raconte un épisode de la vie d'un cireur de bottes au bon cœur qui devient accidentellement le tuteur d'un orphelin mais consacre néanmoins tout son temps et ses efforts pour le bien du garçon.;européen;101
tt0049040;It Happened in Aden;C'est arrivé à Aden...;1956;Comedy;André Versini,Claude Rich,Dany Robin;Michel Boisrond;/6hIAB8gWx4W9t3qEzwLNKKnK7qM.jpg;;français;88
tt0049062;Il cavaliere dalla spada nera;Il cavaliere dalla spada nera;1956;Comedy,Romance;Carlo Tamberlani,Fulvia Franco,Gianni Baghino;Ladislao Kish;/gE7AVXK1iHLw7yIa0ZndSQefKh.jpg;;européen;88
tt0049097;Slightly Ahead;Courte tête;1956;Comedy;Annick Tanguy,Fernand Gravey,Harry-Max;Norbert Carbonnaux;/8lw7zQ9nm4Gq1nTdPC31pClzLXj.jpg;Les gros joueurs tentent de profiter de la naïveté d'un provincial pour réaliser quelques profits.;français;110
tt0049136;It's Never Too Late;Det är aldrig för sent;1956;Drama;Bengt Blomgren,Gunnar Björnstrand,Hugo Björne;Barbro Boman;/53y10XRXNvw1qRmEbbRbGwlqYNt.jpg;Görel et Arne sont sur le point de divorcer. Görel repense à la façon dont l'histoire s'est répétée au sein de sa famille.;européen;80
tt0049151;Dollar Daddy;Dollárpapa;1956;Comedy;Erzsi Somogyi,Imre Ráday,Iván Darvas;Viktor Gertler;/v9pKQYY2C3H8QTaTBYLHOQvUi8x.jpg;;européen;92
tt0049155;The Doll that Took the Town;La donna del giorno;1957;Drama;Antonio Cifariello,Elisa Cegani,Franco Fabrizi;Francesco Maselli;/rSU5hSK6vRm9t9df9MflEtA02Ts.jpg;Un mannequin en difficulté concocte une histoire de viol et de coups par trois inconnus et devient bientôt le chouchou des médias. Des complications surviennent lorsque la police finit par arrêter trois suspects.;européen;90
tt0049172;Private Entrance;Egen ingång;1956;Drama;Alf Kjellin,Bibi Andersson,Elsa Carlsson;Hasse Ekman;;Une journée apparemment ordinaire en octobre. Depuis qu'elle s'est séparée de son mari, une femme vit dans une seule pièce avec une entrée indépendante. Mais pour elle, ce n’est pas une journée ordinaire. Il ne lui reste plus que six heures à vivre.;européen;93
tt0049174;Die Ehe des Dr. med. Danwitz;Die Ehe des Dr. med. Danwitz;1956;Drama;Erni Mangold,Heidemarie Hatheyer,Kai Fischer;Arthur Maria Rabenalt;/fffRvEeDWja2Nh6eOmKVQYb7U3t.jpg;Le Dr Danwitz (Karlheinz Böhm) et le Dr Hauser sont médecins assistants dans un hôpital et ils ne sont pas payés pour leur travail, comme c'était l'habitude dans les années cinquante de l'Allemagne d'après-guerre. Alors que l'épouse du Dr Danwitz, Edith (Marianne Koch), est avec...;européen;96
tt0049179;The Empire Gone With A Sneeze;Az eltüsszentett birodalom;1956;Comedy;Imre Apáthi,Imre Soós,János Rajz;Tamás Banovich;;Le roi tyrannique a peur de son peuple. Il ne peut trouver la paix que si tout le monde lui souhaite bonne chance lorsqu'il éternue. Les Catchpoles attaquent le pays et donnent les ordres que veut le roi.;européen;80
tt0049236;Frucht ohne Liebe;Frucht ohne Liebe;1956;Drama,Romance;Alexa von Porembsky,Bernhard Wicki,Claus Holm;Ulrich Erfurth;/zI6jthkAEO73K2yowD0JS6ErpKd.jpg;;européen;104
tt0049238;Die fröhliche Wallfahrt;Die fröhliche Wallfahrt;1956;Comedy;Beppo Brem,Bert Fortell,Elise Aulinger;Ferdinand Dörfler;/1ERyoziI28TSJ8bycD54pTU8wzX.jpg;"Le village de Kirchberg se prépare au pèlerinage annuel à Maria Kranz. La laitière Maria, étrangère au village, veut venir demander le bien-être de ses vaches, le couple Brandner, toujours en dispute, veut demander la bénédiction d'avoir des enfants et la fermière de Hagenbrunn veut enfin amener son fils Franzl sous le capot. Comme chaque année, Valentin Halbscheid est également de la partie dans l'espoir de pouvoir enfin porter le drapeau du pèlerinage, mais le prêtre a donné cet honneur à Maria afin d'éviter toute dispute cette année. Cependant, la pieuse Maria, qui voulait passer la nuit dans le grenier à foin du presbytère, fut surprise par Franzl et s'enfuit dehors. Là, elle a rapidement dormi pendant le pèlerinage et fait maintenant seule le pèlerinage à Maria Kranz - avec Franzl toujours juste derrière elle. Valentin, à son tour, est autorisé à porter le drapeau comme solution d'urgence.
Les deux groupes se retrouvent à Maria Kranz. Le souhait du fermier de Hagenbrunn semble se réaliser puisque Franzl est tombé amoureux de Maria. Le couple Brandner accueille un petit orphelin qui séjourne sur le lieu de pèlerinage.
Sur le chemin du retour, au grand dam de Valentine, Maria est désormais autorisée à porter le drapeau. Le pèlerinage s'est rapidement accru de manière significative, avec de nombreux hommes se joignant à la procession à cause de Marie qui le précédait. Parmi eux, il y a aussi des braconniers et des mendiants, alors les pèlerins implorent l'aide de Sainte Barbe. Un orage éclate et la plupart des hommes s'enfuient.";européen;93
tt0049239;Fuhrmann Henschel;Fuhrmann Henschel;1956;Drama;Brigitte Pichler,Camilla Spira,Eduard Loibner;Josef von Báky;/kueOAmYqp5TGM1VNOxl0cBgmjvL.jpg;Adaptation de la tragédie naturaliste de Hauptmann : Après la mort de sa femme, un conducteur de charrette épouse sa servante ambitieuse et astucieuse, qui ne lui apporte que des ennuis.;européen;100
tt0049252;Wally the Vulture;Die Geierwally;1956;Drama;Barbara Rütting,Beppo Schwaiger,Carl Möhner;Frantisek Cáp;/hFdViwhu40BEXG7cM3v8iNH1ViX.jpg;Le père de la jeune fille Wally veut la forcer à se marier.;européen;90
tt0049267;Der Glockengießer von Tirol;Der Glockengießer von Tirol;1956;Drama;Carla Hagen,Claus Holm,Erica Beer;Richard Häussler;/uAITVEbSOad5vUOE0hRlDgXRLo6.jpg;"Georg Gruber débute comme compagnon à la fonderie Bell Schwaiger. Il tombe amoureux de Monika, la fille de Schwaiger. Depuis que Schwaiger s'est endetté auprès du vieil Ampflinger en fondant deux cloches et qu'il voulait également lui prêter de l'argent pour fondre une troisième cloche, les deux hommes étaient convenus que le fils d'Ampflinger, Paul, serait autorisé à épouser un jour Monika. Elle n'en sait rien, elle était de toute façon tombée amoureuse de Paul, mais elle sort maintenant avec Georg.
L'actrice Lia Serrana apparaît dans le village avec son équipe de tournage pour tourner un film local. Elle prend goût à Georg, mais il refuse un rôle dans le film. Parce qu'Ampflinger veut soudainement que l'argent pour la troisième coulée de cloche soit payé immédiatement, et sinon Monika l'exige pour son fils, Georg et Monika vendent secrètement une vieille figurine de Saint-Christophe, censée porter chance lors de la fonte de la cloche, et la remplacent par une copie. L'acheteur, à son tour, paie le bronze pour la cloche, de sorte que la menace d'Ampflinger soit écartée pour le moment. Paul découvre cependant le secret de la contrefaçon et veut trahir Georg à Schwaiger, qui lance actuellement la cloche. S'ensuit un duel, à l'issue duquel Georg Paul tombe dans les braises des cloches. Paul meurt.
Georg est désormais évité dans le village. Monika se détourne également de lui, alors Georg suit désormais l'actrice Lia Serrana. Deux ans plus tard, ils forment un couple et Georg apparaît dans des seconds rôles dans le film. Sa vocation ne le laisse ni à Munich ni à Hambourg. Il b";européen;99
tt0049297;Heidemelodie;Heidemelodie;1956;Romance;Antje Weisgerber,Carsta Löck,Charlott Daudert;Ulrich Erfurth;/9T07gSOyNpizVBI8WLDYxpjGlCa.jpg;"Hanne Brink commence comme nouvelle institutrice de village dans la lande de Lunebourg. Elle est bientôt acceptée par les villageois. Le docteur Dr. est particulièrement content. Martin Newiger à propos de sa présence, car lui et Hanne formaient déjà un couple secret avant qu'Hanne ne postule pour le poste d'enseignante. Martin espère pouvoir épouser Hanne bientôt.
Hanne apprend qu'un pauvre fermier doit de l'argent à l'éleveur de chevaux Ulrich Haagen. S'il ne paie pas, il souhaite reprendre la propriété afin d'agrandir ses pâturages pour chevaux. Hanne prête secrètement de l'argent au fermier lorsque Haagen refuse de reporter la date limite de remboursement du prêt. Haagen prétend d'abord à Hanne qu'elle est maintenant elle-même au bord de la ruine, ce qui culpabilise Hanne parce qu'elle voulait seulement aider une personne pauvre avec son interférence. Un peu plus tard, cependant, Haagen lui avoue qu'il lui a menti. Il n'a pas de problèmes d'argent et le père de sa fiancée Manuela a depuis longtemps réglé ceux qu'il avait pour lui.
Après un certain temps, Hanne apprend que Haagen envisage de vendre ses chevaux. Il veut le faire par amour pour elle, car il considérera toujours ses chevaux comme un prêt de son futur beau-père, ce qui l'obligerait à épouser sa fille. Cependant, il veut épouser Hanne. Elle, à son tour, ne peut pas choisir entre lui et Martin. Elle dit aux deux hommes qu'elle aime quelqu'un d'autre. Ce n'est que lorsque la fiancée de Haagen, Manuela, est tombée amoureuse de lui.";européen;93
tt0049300;Heiße Ernte;Heiße Ernte;1956;Drama,Romance;Edith Mill,Erik Schumann,Franz Muxeneder;Hans H. König;/omJnhVB6u3CEZlzlrNUAbxRSHGE.jpg;"La récolte du houblon commence en août près de Tettnang, avec la participation de nombreux saisonniers externes. Les champs des grands agriculteurs amis Scharfenberg et Stammer se trouvent ici. Il est clair pour les parents que Konrad, le fils des Stammer, épousera plus tard Sybille Scharfenberg. La jolie Auschra, une réfugiée, s'est embauchée dans la ferme des Stammers. Elle et sa famille ont dû quitter leur propriété en Prusse orientale vers la fin de la guerre. Les parents sont morts en fuyant. Aujourd'hui, elle retrouve Konrad, l'héritier de la cour, qui était cantonné avec sa famille pendant la guerre.
Lorsqu'Aushra est blessée, Konrad prend soin d'elle personnellement. Les deux sont rapidement accusés d'avoir une relation. Finalement, Konrad et Auschra tombent réellement amoureux l'un de l'autre et les Stammers donnent leur consentement au mariage, quoique avec hésitation. Un jour, apparaît dans les environs un certain Stanislas, qui était auparavant employé comme contremaître par la famille d'Auschra. Il revendiquerait des droits plus anciens sur elle et la réclamerait comme épouse. Il poursuit le couple et menace même Konrad avec un couteau. Sybille tente de sauver sa relation avec Konrad en donnant à Stanislas une grosse somme d'argent : en échange, il devrait accuser Auschra de vol et quitter les lieux avec elle. Mais le plan échoue. Quand Auschra refuse à nouveau Stanislas, il l'attire sous de faux prétextes";européen;92
tt0049307;Ein Herz kehrt heim;Ein Herz kehrt heim;1956;Drama;Erich Dunskus,Erni Mangold,Hans Nielsen;Eugen York;;Un jeune musicien talentueux rencontre pour la première fois son vrai père, un célèbre chef d'orchestre, et découvre qu'il devra prendre une décision quant à son avenir : dans les affaires de son beau-père ou avec la musique et sa biologie.;européen;90
tt0049309;Heute heiratet mein Mann;Heute heiratet mein Mann;1956;Comedy;Charles Regnier,Ernst Waldow,Eva Maria Meineke;Kurt Hoffmann;/kmE19Ggjz05vbtLusanbAF35QTv.jpg;Aujourd'hui, mon mari se marie.;européen;91
tt0049331;Hospital de urgencia;Hospital de urgencia;1956;Drama;Armando Moreno,Claude Godard,Daniel Clérice;Antonio Santillán;/tj3S3ZyZOS3O9G9RDHMTSdkInWs.jpg;Une femme ne peut pas comprendre l'abnégation de son mari.;européen;83
tt0049344;Hurra - die Firma hat ein Kind;Hurra - die Firma hat ein Kind;1956;Comedy;Bob Iller,Frank Holms,Jutta Eckert;Hans Richter;/7daSEr4U3olaDzDZmRelsi663WP.jpg;"La bénédiction dans la maison d'Emil Weininger est vraiment fausse. C'est un bébé innocent nommé Wölfchen, qui a simplement été donné aux Weininger, qui en est responsable. Lorsque la propriétaire résolue Mme Schulz accuse son fils Karl de paternité, une grande dispute semble inévitable. Karl, qui ne sait rien et n'a que des motos en tête, se tourne, impuissant, vers sa sœur Erika. Le bébé « abandonné » arrive à point nommé car, à la demande de son père, Erika est censée épouser l’arrogant plouc Gottlieb Lamp, un ami d’affaires de son père et, comme lui, également fabricant. Mais Erika n'a d'yeux que pour le charmant mais un peu timide Hartmut Stolzenberg, qui travaille comme représentant autorisé dans l'entreprise de son père et est réduit en esclavage par lui en tant que « fille pour tout » d'une manière capitaliste précoce.
Le vieux Weininger est alors au bord de la colère et de la dépression nerveuse, mais il ne veut toujours pas abandonner son projet d'accueillir le mal-aimé Master Lamp comme nouveau membre de la famille Weininger. Même les tentatives de persuasion de sa femme Agathe et de sa sœur Mathilde, qui souhaitent toutes deux voir Erika heureuse de son dur courage, ne parviennent pas à convaincre le vieil homme têtu de changer d'avis. Le père Weininger devrait savoir que le futur gendre Gottlieb a un très mauvais doigt : tous deux se sont rencontrés un jour dans la chambre d'hôtel d'une dame un peu méchante, l'assassin";européen;93
tt0049345;Husarenmanöver;Husarenmanöver;1956;Comedy;Friedl Czepa,Gustl Gstettenbaur,Hans Unterkircher;E.W. Emo;/fFq0k4qFoxRKwc4sLCrf3L1GeHS.jpg;"Afin de faciliter la vie de son fils Roderich, qui n'est pas très apte au service dans les Hussards, le père Lampl essaie de rendre son supérieur, le caporal Fekete, plus favorable. Lorsqu'il est invité chez Lampl, le caporal tombe amoureux de Thérèse, la belle-sœur de Lampel, qui est pourtant une jeune femme très résolue et sait cacher ses sentiments naissants. Quand, à cause d'un malentendu, elle pense que Fekete courtise la cuisinière Marie, elle se détourne de lui, offensée.
Pendant ce temps, Roderich parvient à améliorer sa situation auprès des hussards. Il est tombé amoureux de la fille de son colonel, Isabell Mannstorf, qui prend soin de lui et avec son aide, il peut améliorer considérablement ses compétences en équitation. Par chance, il peut aussi exceller dans les manœuvres. Le caporal Fekete parvient enfin à dissiper le malentendu et à convaincre Thérèse.";européen;93
tt0049348;Hvad vil De ha'?;Hvad vil De ha'?;1956;Comedy;Asbjørn Andersen,Buster Larsen,Hans Kurt;Jens Henriksen, Preben Neergaard;/ra4BxPFCeQXMGyApDkf0wneK8wQ.jpg;Film danois en noir et blanc de 1956 mettant en vedette 32 des acteurs danois les plus populaires...;européen;79
tt0049355;Ich und meine Schwiegersöhne;Ich und meine Schwiegersöhne;1956;Comedy;Bibi Johns,Christiane Jansen,Gisela Tantau;Georg Jacoby;/kBeHHFlJ1e9m4KkmQsvDrM8wDRj.jpg;"Fred et Otto ont la chance d'avoir la même belle-mère. Elle s'appelle Agathe Zausel et, aussi résolue et combative qu'elle soit, elle les a également enchaînés tous les deux dans son usine de poupées, qui ne fonctionne pas vraiment bien. Comme les jeunes maris ne veulent pas laisser leur belle-mère leur enlever leur enthousiasme pour les affaires, ils aiment poursuivre leurs passe-temps sans qu'elle ne s'en aperçoive.
Fred, qui est un compositeur à succès talentueux, a loué un deuxième appartement pour pouvoir créer sa musique, car il n'a pas le droit de jouer du piano à la maison car c'est trop fort. Ici, il peut composer à sa guise sans avoir à craindre qu'une main maléfique de sa belle-mère ne ferme le couvercle du piano. Otto poursuit également une passion mystérieuse : grâce à son amour pour les expériences nocturnes, il développe un petit avion-fusée, qui fait cependant s'effondrer un vénérable portrait du fondateur de l'entreprise et diverses vitres.
Quoi de plus évident alors que les frasques inoffensives des deux gendres pourraient faire naître les pires soupçons. Même Agathe est entraînée dans les événements mouvementés, même si elle essaie de garder les idées claires. Au terme des complications turbulentes, tout devient clair et rien ne s'oppose au bonheur conjugal des jeunes.";européen;85
tt0049411;Kirschen in Nachbars Garten;Kirschen in Nachbars Garten;1956;Comedy;Albert Florath,Gerty Godden,Grethe Weiser;Erich Engels;;;européen;92
tt0049413;Kispus;Kispus;1956;Comedy,Romance;Angelo Bruun,Gunnar Lauring,Helle Virkner;Erik Balling;/2zPGsD7Q4W2iSiH9adXuJASGlt3.jpg;Lorsqu'une jeune femme tombe amoureuse d'une robe dans une vitrine, cela la mène à une aventure et à une romance dépassant même sa propre imagination débordante.;européen;105
tt0049415;Kitty and the Great Big World;Kitty und die große Welt;1956;Comedy;Alice Treff,Charles Regnier,Ernst Schröder;Alfred Weidenmann;/50wFZXTmC1VhXWWFIQ1SUNrdG7K.jpg;Kitty est la fille d'un musicien, papa joue dans la fanfare qui accueille les ministres des affaires étrangères venus pour une conférence internationale à Genève.;européen;94
tt0049421;Kristiane af Marstal;Kristiane af Marstal;1956;Comedy,Drama,Romance;Annemette Svendsen,Arthur Jensen,Birgit Sadolin;Annelise Reenberg;/1IqtLh4AyGym2nc78pa2GbawrSR.jpg;Hans et Poul naviguent sur un cargo à deux hommes de Copenhague vers la province. Un peu peu pratique, ils sont tous les deux amoureux de Margit, et un Hans malheureux se retrouve lorsqu'elle choisit Poul. Mais lors de la nuit de noces sans sommeil, Hans entend un...;européen;95
